Industry;PermId;HierarchicalId;Ticker;Name;MarketCapitalization;TTM Sales$;Employees;Companies URL
Specialty Chemicals;4294952984;51101030;4972.T;Soken Chemical & Engineering Co Ltd;19,206.199;27,492.311;964;https://www.reuters.com/finance/stocks/overview?symbol=4972.T;
Specialty Chemicals;4294952984;51101030;4462.T;Ishihara Chemical Co Ltd;19,039.920;14,828.880;217;https://www.reuters.com/finance/stocks/overview?symbol=4462.T;
Specialty Chemicals;4294952984;51101030;SEYA.BO;Seya Industries Ltd;17,222.461;3,203.899;--;https://www.reuters.com/finance/stocks/overview?symbol=SEYA.BO;
Specialty Chemicals;4294952984;51101030;4973.T;Japan Pure Chemical Co Ltd;17,119.609;9,405.864;47;https://www.reuters.com/finance/stocks/overview?symbol=4973.T;
Specialty Chemicals;4294952984;51101030;GRWN.BO;Grauer And Weil (India) Ltd;16,572.189;--;700;https://www.reuters.com/finance/stocks/overview?symbol=GRWN.BO;
Specialty Chemicals;4294952984;51101030;3878.T;Tomoegawa Co Ltd;16,051.630;34,835.000;1,150;https://www.reuters.com/finance/stocks/overview?symbol=3878.T;
Specialty Chemicals;4294952984;51101030;4970.T;Toyo Gosei Co Ltd;15,545.730;19,805.721;560;https://www.reuters.com/finance/stocks/overview?symbol=4970.T;
Specialty Chemicals;4294952984;51101030;4999.T;Cemedine Co Ltd;15,151.830;26,751.320;521;https://www.reuters.com/finance/stocks/overview?symbol=4999.T;
Specialty Chemicals;4294952984;51101030;ULTR.BO;ULTRAMARINE & PIGMENTS Ltd;11,050.740;2,691.506;916;https://www.reuters.com/finance/stocks/overview?symbol=ULTR.BO;
Specialty Chemicals;4294952984;51101030;MTBI.BO;Multibase India Ltd;8,605.578;1,007.737;--;https://www.reuters.com/finance/stocks/overview?symbol=MTBI.BO;
Specialty Chemicals;4294952984;51101030;HUN.N;Huntsman Corp;8,347.481;8,550.000;15,000;https://www.reuters.com/finance/stocks/overview?symbol=HUN.N;
Specialty Chemicals;4294952984;51101030;4976.T;Toyo Drilube Co Ltd;7,466.050;5,044.494;476;https://www.reuters.com/finance/stocks/overview?symbol=4976.T;
Specialty Chemicals;4294952984;51101030;JMAT.L;Johnson Matthey PLC;6,293.707;12,884.400;12,214;https://www.reuters.com/finance/stocks/overview?symbol=JMAT.L;
Specialty Chemicals;4294952984;51101030;4119.T;Nippon Pigment Co Ltd;6,019.934;44,379.070;913;https://www.reuters.com/finance/stocks/overview?symbol=4119.T;
Specialty Chemicals;4294952984;51101030;CRDA.L;Croda International PLC;5,957.349;1,342.200;4,273;https://www.reuters.com/finance/stocks/overview?symbol=CRDA.L;
Specialty Chemicals;4294952984;51101030;VVV.N;Valvoline Inc;5,043.890;2,084.000;5,600;https://www.reuters.com/finance/stocks/overview?symbol=VVV.N;
Specialty Chemicals;4294952984;51101030;GRA.N;W. R. Grace & Co;4,994.826;1,697.800;3,700;https://www.reuters.com/finance/stocks/overview?symbol=GRA.N;
Specialty Chemicals;4294952984;51101030;ITON.BO;Indian Toners & Developers Ltd;4,861.123;1,193.987;94;https://www.reuters.com/finance/stocks/overview?symbol=ITON.BO;
Specialty Chemicals;4294952984;51101030;VSM.N;Versum Materials Inc;4,347.233;1,126.900;2,200;https://www.reuters.com/finance/stocks/overview?symbol=VSM.N;
Specialty Chemicals;4294952984;51101030;PAUS.BO;Paushak Ltd;4,237.842;745.700;--;https://www.reuters.com/finance/stocks/overview?symbol=PAUS.BO;
Specialty Chemicals;4294952984;51101030;CBT.N;Cabot Corp;4,186.557;2,717.000;4,500;https://www.reuters.com/finance/stocks/overview?symbol=CBT.N;
Specialty Chemicals;4294952984;51101030;CHEM.BO;Chembond Chemicals Ltd;3,609.521;2,924.964;307;https://www.reuters.com/finance/stocks/overview?symbol=CHEM.BO;
Specialty Chemicals;4294952984;51101030;TSE.N;Trinseo SA;3,472.338;4,263.723;2,197;https://www.reuters.com/finance/stocks/overview?symbol=TSE.N;
Specialty Chemicals;4294952984;51101030;KRO.N;Kronos Worldwide Inc;3,304.369;1,609.400;2,260;https://www.reuters.com/finance/stocks/overview?symbol=KRO.N;
Specialty Chemicals;4294952984;51101030;SXT.N;Sensient Technologies Corp;3,233.826;1,363.635;4,083;https://www.reuters.com/finance/stocks/overview?symbol=SXT.N;
Specialty Chemicals;4294952984;51101030;PODR.BO;Poddar Pigments Ltd;3,230.745;3,358.124;400;https://www.reuters.com/finance/stocks/overview?symbol=PODR.BO;
Specialty Chemicals;4294952984;51101030;PAH.N;Platform Specialty Products Corp;3,229.843;3,657.200;7,750;https://www.reuters.com/finance/stocks/overview?symbol=PAH.N;
Specialty Chemicals;4294952984;51101030;DAIK.BO;Dai Ichi Karkaria Ltd;3,100.829;--;239;https://www.reuters.com/finance/stocks/overview?symbol=DAIK.BO;
Specialty Chemicals;4294952984;51101030;MIDA.BO;Midland Polymers Ltd;3,089.197;0.000;--;https://www.reuters.com/finance/stocks/overview?symbol=MIDA.BO;
Specialty Chemicals;4294952984;51101030;VWSP.BO;Vikas WSP Ltd;3,066.313;4,390.945;700;https://www.reuters.com/finance/stocks/overview?symbol=VWSP.BO;
Specialty Chemicals;4294952984;51101030;FUL.N;HB Fuller Co;2,759.749;2,202.750;4,600;https://www.reuters.com/finance/stocks/overview?symbol=FUL.N;
Specialty Chemicals;4294952984;51101030;MTX.N;Minerals Technologies Inc;2,714.407;1,644.800;3,583;https://www.reuters.com/finance/stocks/overview?symbol=MTX.N;
Specialty Chemicals;4294952984;51101030;TROX.N;Tronox Ltd;2,558.541;1,782.000;4,300;https://www.reuters.com/finance/stocks/overview?symbol=TROX.N;
Specialty Chemicals;4294952984;51101030;VNTR.N;Venator Materials PLC;2,540.165;2,297.000;4,500;https://www.reuters.com/finance/stocks/overview?symbol=VNTR.N;
Specialty Chemicals;4294952984;51101030;BRIL.BO;Black Rose Industries Ltd;2,537.250;--;--;https://www.reuters.com/finance/stocks/overview?symbol=BRIL.BO;
Specialty Chemicals;4294952984;51101030;SUCH.BO;Sunshield Chemicals Ltd;2,455.554;1,746.579;--;https://www.reuters.com/finance/stocks/overview?symbol=SUCH.BO;
Specialty Chemicals;4294952984;51101030;VCTX.L;Victrex PLC;2,236.938;290.200;763;https://www.reuters.com/finance/stocks/overview?symbol=VCTX.L;
Specialty Chemicals;4294952984;51101030;VHI.N;Valhi Inc;2,102.860;1,851.900;2,260;https://www.reuters.com/finance/stocks/overview?symbol=VHI.N;
Specialty Chemicals;4294952984;51101030;FOE.N;Ferro Corp;2,020.122;1,300.536;5,125;https://www.reuters.com/finance/stocks/overview?symbol=FOE.N;
Specialty Chemicals;4294952984;51101030;SCL.N;Stepan Co;1,828.608;1,871.820;2,145;https://www.reuters.com/finance/stocks/overview?symbol=SCL.N;
Specialty Chemicals;4294952984;51101030;INSI.BO;Insilco Ltd;1,821.871;902.159;124;https://www.reuters.com/finance/stocks/overview?symbol=INSI.BO;
Specialty Chemicals;4294952984;51101030;AMAL.BO;Amal Ltd;1,793.106;315.842;--;https://www.reuters.com/finance/stocks/overview?symbol=AMAL.BO;
Specialty Chemicals;4294952984;51101030;OEC.N;Orion Engineered Carbons SA;1,673.462;1,423.621;1,460;https://www.reuters.com/finance/stocks/overview?symbol=OEC.N;
Specialty Chemicals;4294952984;51101030;SYNTS.L;Synthomer PLC;1,671.534;1,369.800;2,326;https://www.reuters.com/finance/stocks/overview?symbol=SYNTS.L;
Specialty Chemicals;4294952984;51101030;KRA.N;Kraton Corp;1,590.156;1,909.781;1,971;https://www.reuters.com/finance/stocks/overview?symbol=KRA.N;
Specialty Chemicals;4294952984;51101030;IBCH.BO;Indo Borax and Chemicals Ltd;1,521.708;353.806;--;https://www.reuters.com/finance/stocks/overview?symbol=IBCH.BO;
Specialty Chemicals;4294952984;51101030;ELM.L;Elementis PLC;1,377.415;534.476;1,395;https://www.reuters.com/finance/stocks/overview?symbol=ELM.L;
Specialty Chemicals;4294952984;51101030;VIPU.BO;Vipul Organics Ltd;1,202.074;289.290;--;https://www.reuters.com/finance/stocks/overview?symbol=VIPU.BO;
Specialty Chemicals;4294952984;51101030;ASIX.N;AdvanSix Inc;1,184.568;1,364.128;1,340;https://www.reuters.com/finance/stocks/overview?symbol=ASIX.N;
Specialty Chemicals;4294952984;51101030;NKHL.BO;Nikhil Adhesives Ltd;1,067.822;3,161.344;--;https://www.reuters.com/finance/stocks/overview?symbol=NKHL.BO;
Specialty Chemicals;4294952984;51101030;PNYM.BO;Panyam Cements And Mineral Industrties Ltd;1,038.650;2,294.842;487;https://www.reuters.com/finance/stocks/overview?symbol=PNYM.BO;
Specialty Chemicals;4294952984;51101030;DICH.BO;Diamines and Chemicals Ltd;1,024.794;370.609;--;https://www.reuters.com/finance/stocks/overview?symbol=DICH.BO;
Specialty Chemicals;4294952984;51101030;NARM.BO;Narmada Gelatines Ltd;1,014.516;1,157.158;--;https://www.reuters.com/finance/stocks/overview?symbol=NARM.BO;
Specialty Chemicals;4294952984;51101030;RYAM.N;Rayonier Advanced Materials Inc;998.910;843.231;1,200;https://www.reuters.com/finance/stocks/overview?symbol=RYAM.N;
Specialty Chemicals;4294952984;51101030;KMG.N;KMG Chemicals Inc;986.290;367.611;751;https://www.reuters.com/finance/stocks/overview?symbol=KMG.N;
Specialty Chemicals;4294952984;51101030;OCIP.N;OCI Partners LP;761.229;311.144;121;https://www.reuters.com/finance/stocks/overview?symbol=OCIP.N;
Specialty Chemicals;4294952984;51101030;SCPA.L;Scapa Group PLC;722.544;289.800;1,364;https://www.reuters.com/finance/stocks/overview?symbol=SCPA.L;
Specialty Chemicals;4294952984;51101030;JYSD.BO;Jaysynth Dyestuff India Ltd;664.328;--;--;https://www.reuters.com/finance/stocks/overview?symbol=JYSD.BO;
Specialty Chemicals;4294952984;51101030;ISHA.BO;Ishan Dyes and Chemicals Ltd;659.548;640.155;--;https://www.reuters.com/finance/stocks/overview?symbol=ISHA.BO;
Specialty Chemicals;4294952984;51101030;VIVI.BO;Vivid Global Industries Ltd;554.122;415.245;--;https://www.reuters.com/finance/stocks/overview?symbol=VIVI.BO;
Specialty Chemicals;4294952984;51101030;OMN.N;OMNOVA Solutions Inc;480.079;783.800;1,800;https://www.reuters.com/finance/stocks/overview?symbol=OMN.N;
Specialty Chemicals;4294952984;51101030;PADI.BO;Padmanabh Industries Ltd;479.211;56.207;--;https://www.reuters.com/finance/stocks/overview?symbol=PADI.BO;
Specialty Chemicals;4294952984;51101030;RESP.BO;Resonance Specialties Ltd;447.907;362.641;--;https://www.reuters.com/finance/stocks/overview?symbol=RESP.BO;
Specialty Chemicals;4294952984;51101030;DCHE.BO;Daikaffil Chemicals India Ltd;433.200;266.722;--;https://www.reuters.com/finance/stocks/overview?symbol=DCHE.BO;
Specialty Chemicals;4294952984;51101030;CAMX.BO;Camex Ltd;404.775;2,213.752;--;https://www.reuters.com/finance/stocks/overview?symbol=CAMX.BO;
Specialty Chemicals;4294952984;51101030;JYRA.BO;Jyoti Resins and Adhesives Ltd;291.800;879.722;--;https://www.reuters.com/finance/stocks/overview?symbol=JYRA.BO;
Specialty Chemicals;4294952984;51101030;DYNI.BO;Dynamic Industries Ltd;269.536;1,045.816;--;https://www.reuters.com/finance/stocks/overview?symbol=DYNI.BO;
Specialty Chemicals;4294952984;51101030;FUPL.BO;Futura Polyesters Ltd;220.438;2,672.214;686;https://www.reuters.com/finance/stocks/overview?symbol=FUPL.BO;
Specialty Chemicals;4294952984;51101030;VNLN.BO;Venlon Enterprises Ltd;217.329;299.198;91;https://www.reuters.com/finance/stocks/overview?symbol=VNLN.BO;
Specialty Chemicals;4294952984;51101030;POLY.BO;Polychem Ltd;184.447;126.340;--;https://www.reuters.com/finance/stocks/overview?symbol=POLY.BO;
Specialty Chemicals;4294952984;51101030;ORCO.BO;Organic Coatings Ltd;123.561;328.162;56;https://www.reuters.com/finance/stocks/overview?symbol=ORCO.BO;
Specialty Chemicals;4294952984;51101030;SRNG.BO;Shreyas Intermediates Ltd;119.330;4.885;197;https://www.reuters.com/finance/stocks/overview?symbol=SRNG.BO;
Specialty Chemicals;4294952984;51101030;MRGN.BO;Morgan Industries Ltd;115.379;374.810;49;https://www.reuters.com/finance/stocks/overview?symbol=MRGN.BO;
Specialty Chemicals;4294952984;51101030;ROSL.BO;Roselabs Ltd;76.493;16.365;0;https://www.reuters.com/finance/stocks/overview?symbol=ROSL.BO;
Specialty Chemicals;4294952984;51101030;JDOR.BO;JD Orgochem Ltd;64.262;6.752;3;https://www.reuters.com/finance/stocks/overview?symbol=JDOR.BO;
Specialty Chemicals;4294952984;51101030;MHPY.BO;Maharashtra Polybutenes Ltd;59.244;185.966;--;https://www.reuters.com/finance/stocks/overview?symbol=MHPY.BO;
Specialty Chemicals;4294952984;51101030;PCHE.BO;Pratiksha Chemicals Ltd;41.722;136.410;--;https://www.reuters.com/finance/stocks/overview?symbol=PCHE.BO;
Specialty Chemicals;4294952984;51101030;TINK.BO;Tirupati Inks Limited;39.909;53.339;--;https://www.reuters.com/finance/stocks/overview?symbol=TINK.BO;
Specialty Chemicals;4294952984;51101030;BAGC.BO;Bagadia Colourchem Ltd;36.051;--;--;https://www.reuters.com/finance/stocks/overview?symbol=BAGC.BO;
Specialty Chemicals;4294952984;51101030;KBLB.PK;Kraig Biocraft Laboratories Inc;32.890;0.040;2;https://www.reuters.com/finance/stocks/overview?symbol=KBLB.PK;
Specialty Chemicals;4294952984;51101030;IOFI.L;Iofina PLC;26.551;14.699;85;https://www.reuters.com/finance/stocks/overview?symbol=IOFI.L;
Specialty Chemicals;4294952984;51101030;BIOA.N;BioAmber Inc;22.409;10.178;86;https://www.reuters.com/finance/stocks/overview?symbol=BIOA.N;
Specialty Chemicals;4294952984;51101030;SARN.BO;Sarang Chemicals Ltd;21.116;0.000;--;https://www.reuters.com/finance/stocks/overview?symbol=SARN.BO;
Specialty Chemicals;4294952984;51101030;FSI.A;Flexible Solutions International Inc;20.741;16.739;27;https://www.reuters.com/finance/stocks/overview?symbol=FSI.A;
Specialty Chemicals;4294952984;51101030;NANX.PK;Nanophase Technologies Corp;15.012;12.220;43;https://www.reuters.com/finance/stocks/overview?symbol=NANX.PK;
Specialty Chemicals;4294952984;51101030;FAME.PK;Flamemaster Corp;13.865;5.286;31;https://www.reuters.com/finance/stocks/overview?symbol=FAME.PK;
Specialty Chemicals;4294952984;51101030;ADMT.PK;ADM Tronics Unlimited Inc;10.476;4.730;13;https://www.reuters.com/finance/stocks/overview?symbol=ADMT.PK;
Specialty Chemicals;4294952984;51101030;GRPHG.L;Graphene Nanochem PLC;3.893;0.849;45;https://www.reuters.com/finance/stocks/overview?symbol=GRPHG.L;
Specialty Chemicals;4294952984;51101030;HYDI.PK;Hydromer Inc;2.577;5.904;36;https://www.reuters.com/finance/stocks/overview?symbol=HYDI.PK;
Specialty Chemicals;4294952984;51101030;AGTT.PK;Angstrom Technologies Inc;0.476;0.644;8;https://www.reuters.com/finance/stocks/overview?symbol=AGTT.PK;
Specialty Chemicals;4294952984;51101030;ESPIQ.PK;ESP Resources Inc;0.333;8.698;39;https://www.reuters.com/finance/stocks/overview?symbol=ESPIQ.PK;
Specialty Chemicals;4294952984;51101030;TZPC.PK;ThermaFreeze Products Corp;0.032;--;24;https://www.reuters.com/finance/stocks/overview?symbol=TZPC.PK;
Specialty Chemicals;4294952984;51101030;YUGD.BO;Yug Decor Ltd;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=YUGD.BO;
Specialty Chemicals;4294952984;51101030;CIIG.PK;Color Imaging Inc;--;--;0;https://www.reuters.com/finance/stocks/overview?symbol=CIIG.PK;
Specialty Chemicals;4294952984;51101030;CLKTF.PK;CalciTech Ltd;--;--;0;https://www.reuters.com/finance/stocks/overview?symbol=CLKTF.PK;
Specialty Chemicals;4294952984;51101030;CHDC.BO;CHD CHEMICALS Ltd;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=CHDC.BO;
Specialty Chemicals;4294952984;51101030;APXX.PK;Apex Resources Inc;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=APXX.PK;
Specialty Chemicals;4294952984;51101030;YASC.BO;Yash Chemex Ltd;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=YASC.BO;
Diversified Chemicals;4294952983;51101090;4188.T;Mitsubishi Chemical Holdings Corp;1,820,349.000;3,594,564.000;69,291;https://www.reuters.com/finance/stocks/overview?symbol=4188.T;
Diversified Chemicals;4294952983;51101090;4005.T;Sumitomo Chemical Co Ltd;1,426,995.000;2,107,853.000;32,536;https://www.reuters.com/finance/stocks/overview?symbol=4005.T;
Diversified Chemicals;4294952983;51101090;4272.T;Nippon Kayaku Co Ltd;302,043.406;164,566.000;5,517;https://www.reuters.com/finance/stocks/overview?symbol=4272.T;
Diversified Chemicals;4294952983;51101090;DWDP.N;DowDuPont Inc;177,862.703;--;--;https://www.reuters.com/finance/stocks/overview?symbol=DWDP.N;
Diversified Chemicals;4294952983;51101090;4041.T;Nippon Soda Co Ltd;120,929.602;133,428.000;2,684;https://www.reuters.com/finance/stocks/overview?symbol=4041.T;
Diversified Chemicals;4294952983;51101090;8103.T;Meiwa Corp;20,179.740;137,377.000;478;https://www.reuters.com/finance/stocks/overview?symbol=8103.T;
Diversified Chemicals;4294952983;51101090;4367.T;Koei Chemical Co Ltd;17,297.000;17,744.170;302;https://www.reuters.com/finance/stocks/overview?symbol=4367.T;
Diversified Chemicals;4294952983;51101090;FMC.N;FMC Corp;12,064.760;2,764.600;5,900;https://www.reuters.com/finance/stocks/overview?symbol=FMC.N;
Diversified Chemicals;4294952983;51101090;4962.T;Goo Chemical Co Ltd;11,382.980;7,543.263;249;https://www.reuters.com/finance/stocks/overview?symbol=4962.T;
Diversified Chemicals;4294952983;51101090;4635.T;Tokyo Printing Ink Mfg Co Ltd;9,744.585;44,227.000;694;https://www.reuters.com/finance/stocks/overview?symbol=4635.T;
Diversified Chemicals;4294952983;51101090;4113.T;Taoka Chemical Co Ltd;9,198.280;21,392.971;383;https://www.reuters.com/finance/stocks/overview?symbol=4113.T;
Diversified Chemicals;4294952983;51101090;4366.T;Daito Chemix Corp;7,854.600;12,095.000;252;https://www.reuters.com/finance/stocks/overview?symbol=4366.T;
Diversified Chemicals;4294952983;51101090;TSPK.BO;Transpek Industry Ltd;7,805.274;1,666.100;620;https://www.reuters.com/finance/stocks/overview?symbol=TSPK.BO;
Diversified Chemicals;4294952983;51101090;4531.T;Yuki Gosei Kogyo Co Ltd;6,767.992;10,602.910;294;https://www.reuters.com/finance/stocks/overview?symbol=4531.T;
Diversified Chemicals;4294952983;51101090;4960.T;Chemipro Kasei Kaisha Ltd;6,466.585;9,490.624;223;https://www.reuters.com/finance/stocks/overview?symbol=4960.T;
Diversified Chemicals;4294952983;51101090;CAMP.BO;Camphor and Allied Products Ltd;6,420.943;3,546.188;216;https://www.reuters.com/finance/stocks/overview?symbol=CAMP.BO;
Diversified Chemicals;4294952983;51101090;AMNP.BO;Amines and Plasticizers Ltd;4,706.961;1,924.966;--;https://www.reuters.com/finance/stocks/overview?symbol=AMNP.BO;
Diversified Chemicals;4294952983;51101090;ASH.N;Ashland Global Holdings Inc;4,625.168;3,260.000;6,500;https://www.reuters.com/finance/stocks/overview?symbol=ASH.N;
Diversified Chemicals;4294952983;51101090;INAM.BO;Indo Amines Ltd;4,017.493;2,525.882;--;https://www.reuters.com/finance/stocks/overview?symbol=INAM.BO;
Diversified Chemicals;4294952983;51101090;POL.N;PolyOne Corp;3,617.605;3,217.000;7,000;https://www.reuters.com/finance/stocks/overview?symbol=POL.N;
Diversified Chemicals;4294952983;51101090;4120.T;Sugai Chemical Industry Co Ltd;2,842.110;5,050.394;177;https://www.reuters.com/finance/stocks/overview?symbol=4120.T;
Diversified Chemicals;4294952983;51101090;HOCL.BO;Hindustan Organic Chemicals Ltd;1,981.606;1,792.831;1,748;https://www.reuters.com/finance/stocks/overview?symbol=HOCL.BO;
Diversified Chemicals;4294952983;51101090;KILC.BO;Kilburn Chemicals Ltd;1,615.244;0.125;209;https://www.reuters.com/finance/stocks/overview?symbol=KILC.BO;
Diversified Chemicals;4294952983;51101090;MANG.BO;Mangalam Organics Ltd;1,540.766;2,032.013;--;https://www.reuters.com/finance/stocks/overview?symbol=MANG.BO;
Diversified Chemicals;4294952983;51101090;HRDC.BO;Hardcastle and Waud Manufacturing Co Ltd;307.304;56.193;--;https://www.reuters.com/finance/stocks/overview?symbol=HRDC.BO;
Diversified Chemicals;4294952983;51101090;TUTI.BO;Tuticorin Alkali Chemicals and Fertilizers Ltd;244.655;1,345.598;362;https://www.reuters.com/finance/stocks/overview?symbol=TUTI.BO;
Diversified Chemicals;4294952983;51101090;ARVE.BO;Arvee Laboratories India Ltd;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=ARVE.BO;
Steel;null;5401.T;Nippon Steel & Sumitomo Metal Corp;2,770,662.000;5,217,193.000;92,309;https://www.reuters.com/finance/stocks/overview?symbol=5401.T;
Steel;null;5411.T;JFE Holdings Inc;1,638,093.000;3,534,709.000;60,439;https://www.reuters.com/finance/stocks/overview?symbol=5411.T;
Steel;null;5406.T;Kobe Steel Ltd;404,808.594;1,787,792.000;36,951;https://www.reuters.com/finance/stocks/overview?symbol=5406.T;
Steel;null;5463.T;Maruichi Steel Tube Ltd;312,550.000;147,329.000;1,955;https://www.reuters.com/finance/stocks/overview?symbol=5463.T;
Steel;null;5471.T;Daido Steel Co Ltd;295,451.594;473,231.000;11,498;https://www.reuters.com/finance/stocks/overview?symbol=5471.T;
Steel;null;5444.T;Yamato Kogyo Co Ltd;228,386.297;154,497.000;1,670;https://www.reuters.com/finance/stocks/overview?symbol=5444.T;
Steel;null;8078.T;Hanwa Co Ltd;227,749.594;1,635,397.000;3,155;https://www.reuters.com/finance/stocks/overview?symbol=8078.T;
Steel;null;5413.T;Nisshin Steel Co Ltd;208,923.094;582,644.000;6,918;https://www.reuters.com/finance/stocks/overview?symbol=5413.T;
Steel;null;9810.T;Nippon Steel & Sumikin Bussan Corp;203,392.797;1,969,877.000;8,273;https://www.reuters.com/finance/stocks/overview?symbol=9810.T;
Steel;null;5423.T;Tokyo Steel Manufacturing Co Ltd;152,583.203;143,121.000;934;https://www.reuters.com/finance/stocks/overview?symbol=5423.T;
Steel;null;5451.T;Yodogawa Steel Works Ltd;123,459.297;165,717.000;2,402;https://www.reuters.com/finance/stocks/overview?symbol=5451.T;
Steel;null;5449.T;Osaka Steel Co Ltd;101,133.703;70,374.000;870;https://www.reuters.com/finance/stocks/overview?symbol=5449.T;
Steel;null;5481.T;Sanyo Special Steel Co Ltd;94,592.203;147,999.000;2,598;https://www.reuters.com/finance/stocks/overview?symbol=5481.T;
Steel;null;5440.T;Kyoei Steel Ltd;94,197.539;161,319.000;2,341;https://www.reuters.com/finance/stocks/overview?symbol=5440.T;
Steel;null;5482.T;Aichi Steel Corp;87,401.938;223,635.000;4,773;https://www.reuters.com/finance/stocks/overview?symbol=5482.T;
Steel;null;5563.T;Nippon Denko Co Ltd;74,397.844;66,101.000;953;https://www.reuters.com/finance/stocks/overview?symbol=5563.T;
Steel;null;NAEX.PK;National Art Exchange Inc;57,615.000;0.000;--;https://www.reuters.com/finance/stocks/overview?symbol=NAEX.PK;
Steel;null;5480.T;Nippon Yakin Kogyo Co Ltd;48,196.711;112,211.000;2,018;https://www.reuters.com/finance/stocks/overview?symbol=5480.T;
Steel;null;5453.T;Toyo Kohan Co Ltd;48,081.602;122,043.000;2,809;https://www.reuters.com/finance/stocks/overview?symbol=5453.T;
Steel;null;5408.T;Nakayama Steel Works Ltd;46,615.570;137,012.000;1,110;https://www.reuters.com/finance/stocks/overview?symbol=5408.T;
Steel;null;5632.T;Mitsubishi Steel Mfg. Co Ltd;43,862.230;113,355.000;3,655;https://www.reuters.com/finance/stocks/overview?symbol=5632.T;
Steel;null;7414.T;Onoken Co Ltd;43,275.719;189,013.000;631;https://www.reuters.com/finance/stocks/overview?symbol=7414.T;
Steel;null;5410.T;Godo Steel Ltd;38,062.371;111,412.000;1,423;https://www.reuters.com/finance/stocks/overview?symbol=5410.T;
Steel;null;5602.T;Kurimoto Ltd;35,104.039;104,640.000;1,981;https://www.reuters.com/finance/stocks/overview?symbol=5602.T;
Steel;null;5659.T;Nippon Seisen Co Ltd;34,928.539;35,131.000;752;https://www.reuters.com/finance/stocks/overview?symbol=5659.T;
Steel;null;8075.T;Shinsho Corp;31,410.689;873,087.000;1,473;https://www.reuters.com/finance/stocks/overview?symbol=8075.T;
Steel;null;5464.T;Mory Industries Inc;31,046.760;40,762.000;612;https://www.reuters.com/finance/stocks/overview?symbol=5464.T;
Steel;null;7531.T;Seiwa Chuo Holdings Corp;30,591.600;44,153.672;189;https://www.reuters.com/finance/stocks/overview?symbol=7531.T;
Steel;null;5981.T;Tokyo Rope Mfg Co Ltd;29,396.711;62,300.000;1,665;https://www.reuters.com/finance/stocks/overview?symbol=5981.T;
Steel;null;8065.T;Sato Sho-Ji Corp;28,164.369;193,625.000;785;https://www.reuters.com/finance/stocks/overview?symbol=8065.T;
Steel;null;6319.T;SNT Corp;22,907.500;19,562.480;820;https://www.reuters.com/finance/stocks/overview?symbol=6319.T;
Steel;null;9964.T;Itec Corp;22,243.760;68,268.344;709;https://www.reuters.com/finance/stocks/overview?symbol=9964.T;
Steel;null;NUE.N;Nucor Corp;21,847.230;19,116.600;23,900;https://www.reuters.com/finance/stocks/overview?symbol=NUE.N;
Steel;null;5445.T;Tokyo Tekko Co Ltd;19,170.779;47,099.000;672;https://www.reuters.com/finance/stocks/overview?symbol=5445.T;
Steel;null;5484.T;Tohoku Steel Co Ltd;19,101.500;19,570.670;413;https://www.reuters.com/finance/stocks/overview?symbol=5484.T;
Steel;null;5658.T;Nichia Steel Works Ltd;18,683.730;27,305.900;758;https://www.reuters.com/finance/stocks/overview?symbol=5658.T;
Steel;null;5491.T;Nippon Kinzoku Co Ltd;18,585.801;46,081.289;809;https://www.reuters.com/finance/stocks/overview?symbol=5491.T;
Steel;null;1972.T;Sanko Metal Industrial Co Ltd;16,493.400;34,468.000;476;https://www.reuters.com/finance/stocks/overview?symbol=1972.T;
Steel;null;KRFI.BO;Kirloskar Ferrous Industries Ltd;14,630.180;13,219.490;1,290;https://www.reuters.com/finance/stocks/overview?symbol=KRFI.BO;
Steel;null;7305.T;Araya Industrial Co Ltd;13,577.800;38,427.000;524;https://www.reuters.com/finance/stocks/overview?symbol=7305.T;
Steel;null;9888.T;UEX Ltd;12,096.000;43,721.680;390;https://www.reuters.com/finance/stocks/overview?symbol=9888.T;
Steel;null;5456.T;Asahi Industries Co Ltd;10,360.800;34,291.000;472;https://www.reuters.com/finance/stocks/overview?symbol=5456.T;
Steel;null;5609.T;Nippon Chuzo KK;9,582.189;11,384.000;279;https://www.reuters.com/finance/stocks/overview?symbol=5609.T;
Steel;null;5614.T;Kawakin Holdings Co Ltd;9,520.000;35,178.078;1,824;https://www.reuters.com/finance/stocks/overview?symbol=5614.T;
Steel;null;BKST.BO;Beekay Steel Industries Ltd;9,328.141;7,211.754;--;https://www.reuters.com/finance/stocks/overview?symbol=BKST.BO;
Steel;null;MIDS.BO;Mideast Integrated Steels Ltd;9,113.537;7,069.650;708;https://www.reuters.com/finance/stocks/overview?symbol=MIDS.BO;
Steel;null;5542.T;Shinhokoku Steel Corp;8,862.750;5,109.169;84;https://www.reuters.com/finance/stocks/overview?symbol=5542.T;
Steel;null;1787.T;Nakabohtec Corrosion Protecting Co Ltd;8,437.305;11,204.270;256;https://www.reuters.com/finance/stocks/overview?symbol=1787.T;
Steel;null;6362.T;Ishii Iron Works Co Ltd;7,541.512;6,983.417;122;https://www.reuters.com/finance/stocks/overview?symbol=6362.T;
