Industry;PermId;HierarchicalId;Ticker;Name;MarketCapitalization;TTM Sales$;Employees;Companies URL
Oil Related Services and Equipment;4294952990;50103020;OMP.N;Oasis Midstream Partners LP;525.475;158.156;--;https://www.reuters.com/finance/stocks/overview?symbol=OMP.N;
Oil Related Services and Equipment;4294952990;50103020;TTI.N;Tetra Technologies Inc;475.140;765.956;2,400;https://www.reuters.com/finance/stocks/overview?symbol=TTI.N;
Oil Related Services and Equipment;4294952990;50103020;FGP.N;Ferrellgas Partners LP;392.497;2,005.390;3,891;https://www.reuters.com/finance/stocks/overview?symbol=FGP.N;
Oil Related Services and Equipment;4294952990;50103020;NGS.N;Natural Gas Services Group Inc;370.655;67.736;217;https://www.reuters.com/finance/stocks/overview?symbol=NGS.N;
Oil Related Services and Equipment;4294952990;50103020;KEG.N;Key Energy Services Inc;341.466;428.632;3,000;https://www.reuters.com/finance/stocks/overview?symbol=KEG.N;
Oil Related Services and Equipment;4294952990;50103020;FTK.N;Flotek Industries Inc;320.498;315.193;363;https://www.reuters.com/finance/stocks/overview?symbol=FTK.N;
Oil Related Services and Equipment;4294952990;50103020;LAM.L;Lamprell PLC;304.700;298.091;5,189;https://www.reuters.com/finance/stocks/overview?symbol=LAM.L;
Oil Related Services and Equipment;4294952990;50103020;CRR.N;CARBO Ceramics Inc;291.725;157.473;431;https://www.reuters.com/finance/stocks/overview?symbol=CRR.N;
Oil Related Services and Equipment;4294952990;50103020;DSSPF.PK;Deep Sea Supply PLC;282.047;271.896;58;https://www.reuters.com/finance/stocks/overview?symbol=DSSPF.PK;
Oil Related Services and Equipment;4294952990;50103020;EMES.N;Emerge Energy Services LP;265.946;303.780;0;https://www.reuters.com/finance/stocks/overview?symbol=EMES.N;
Oil Related Services and Equipment;4294952990;50103020;NES.A;Nuverra Environmental Solutions Inc;232.040;165.423;799;https://www.reuters.com/finance/stocks/overview?symbol=NES.A;
Oil Related Services and Equipment;4294952990;50103020;IO.N;ION Geophysical Corp;214.131;175.021;335;https://www.reuters.com/finance/stocks/overview?symbol=IO.N;
Oil Related Services and Equipment;4294952990;50103020;RNGR.N;Ranger Energy Services Inc;156.919;130.100;663;https://www.reuters.com/finance/stocks/overview?symbol=RNGR.N;
Oil Related Services and Equipment;4294952990;50103020;CELP.N;Cypress Energy Partners LP;86.797;287.377;--;https://www.reuters.com/finance/stocks/overview?symbol=CELP.N;
Oil Related Services and Equipment;4294952990;50103020;QFI.L;Quadrise Fuels International PLC;86.220;0.126;15;https://www.reuters.com/finance/stocks/overview?symbol=QFI.L;
Oil Related Services and Equipment;4294952990;50103020;WG.N;Willbros Group Inc;80.301;796.512;3,165;https://www.reuters.com/finance/stocks/overview?symbol=WG.N;
Oil Related Services and Equipment;4294952990;50103020;ENGT.PK;Energy and Technology Corp;74.502;--;50;https://www.reuters.com/finance/stocks/overview?symbol=ENGT.PK;
Oil Related Services and Equipment;4294952990;50103020;PLEX.L;Plexus Holdings PLC;74.297;4.749;73;https://www.reuters.com/finance/stocks/overview?symbol=PLEX.L;
Oil Related Services and Equipment;4294952990;50103020;GEMM.BO;Gemmia Oiltech (India) Ltd;65.795;4,390.890;7;https://www.reuters.com/finance/stocks/overview?symbol=GEMM.BO;
Oil Related Services and Equipment;4294952990;50103020;ENSV.A;Enservco Corp;49.280;33.283;204;https://www.reuters.com/finance/stocks/overview?symbol=ENSV.A;
Oil Related Services and Equipment;4294952990;50103020;QSEP.PK;QS Energy Inc;41.848;0.050;3;https://www.reuters.com/finance/stocks/overview?symbol=QSEP.PK;
Oil Related Services and Equipment;4294952990;50103020;SDPI.A;Superior Drilling Products Inc;37.182;14.198;95;https://www.reuters.com/finance/stocks/overview?symbol=SDPI.A;
Oil Related Services and Equipment;4294952990;50103020;FDHC.PK;Fidelity Holding Corp;19.300;0.000;--;https://www.reuters.com/finance/stocks/overview?symbol=FDHC.PK;
Oil Related Services and Equipment;4294952990;50103020;THAL.L;Thalassa Holdings Ltd;19.177;12.266;15;https://www.reuters.com/finance/stocks/overview?symbol=THAL.L;
Oil Related Services and Equipment;4294952990;50103020;FWDR.PK;FairWind Energy Inc;18.353;0.002;--;https://www.reuters.com/finance/stocks/overview?symbol=FWDR.PK;
Oil Related Services and Equipment;4294952990;50103020;NTQ.L;Enteq Upstream PLC;16.436;4.710;19;https://www.reuters.com/finance/stocks/overview?symbol=NTQ.L;
Oil Related Services and Equipment;4294952990;50103020;BBGP.PK;Bridgegate Pictures Corp;14.330;0.114;6;https://www.reuters.com/finance/stocks/overview?symbol=BBGP.PK;
Oil Related Services and Equipment;4294952990;50103020;DPDW.PK;Deep Down Inc;13.436;20.353;73;https://www.reuters.com/finance/stocks/overview?symbol=DPDW.PK;
Oil Related Services and Equipment;4294952990;50103020;GTC.L;Getech Group PLC;10.706;7.670;114;https://www.reuters.com/finance/stocks/overview?symbol=GTC.L;
Oil Related Services and Equipment;4294952990;50103020;KTXRF.PK;Kinetex Resources Corp;8.483;15.136;--;https://www.reuters.com/finance/stocks/overview?symbol=KTXRF.PK;
Oil Related Services and Equipment;4294952990;50103020;CNEL.L;China New Energy Ltd;7.660;11.507;83;https://www.reuters.com/finance/stocks/overview?symbol=CNEL.L;
Oil Related Services and Equipment;4294952990;50103020;GSPH.PK;Geospatial Corp;7.581;0.719;60;https://www.reuters.com/finance/stocks/overview?symbol=GSPH.PK;
Oil Related Services and Equipment;4294952990;50103020;LNDT.PK;Liandi Clean Technology Inc;7.289;83.092;157;https://www.reuters.com/finance/stocks/overview?symbol=LNDT.PK;
Oil Related Services and Equipment;4294952990;50103020;FOSI.PK;Frontier Oilfield Services Inc;6.241;1.160;11;https://www.reuters.com/finance/stocks/overview?symbol=FOSI.PK;
Oil Related Services and Equipment;4294952990;50103020;SMGI.PK;SMG Indium Resources Ltd;5.639;1.802;0;https://www.reuters.com/finance/stocks/overview?symbol=SMGI.PK;
Oil Related Services and Equipment;4294952990;50103020;FSNR.PK;Freestone Resources Inc;5.504;1.113;2;https://www.reuters.com/finance/stocks/overview?symbol=FSNR.PK;
Oil Related Services and Equipment;4294952990;50103020;GNOLF.PK;Genoil Inc;5.267;0.000;10;https://www.reuters.com/finance/stocks/overview?symbol=GNOLF.PK;
Oil Related Services and Equipment;4294952990;50103020;SAGA.PK;Saga Energy Inc;4.830;0.000;0;https://www.reuters.com/finance/stocks/overview?symbol=SAGA.PK;
Oil Related Services and Equipment;4294952990;50103020;MOPN.PK;JPO Solutions Inc;4.000;--;--;https://www.reuters.com/finance/stocks/overview?symbol=MOPN.PK;
Oil Related Services and Equipment;4294952990;50103020;HKNI.PK;HKN Inc;3.909;0.745;16;https://www.reuters.com/finance/stocks/overview?symbol=HKNI.PK;
Oil Related Services and Equipment;4294952990;50103020;GNPG.PK;Green Planet Group Inc;3.290;32.104;14;https://www.reuters.com/finance/stocks/overview?symbol=GNPG.PK;
Oil Related Services and Equipment;4294952990;50103020;AMIH.PK;American International Holdings Corp;1.868;0.000;40;https://www.reuters.com/finance/stocks/overview?symbol=AMIH.PK;
Oil Related Services and Equipment;4294952990;50103020;GLFH.PK;Galenfeha Inc;0.984;0.000;0;https://www.reuters.com/finance/stocks/overview?symbol=GLFH.PK;
Oil Related Services and Equipment;4294952990;50103020;ITPG.PK;ITP Energy Corp;0.971;33.106;0;https://www.reuters.com/finance/stocks/overview?symbol=ITPG.PK;
Oil Related Services and Equipment;4294952990;50103020;AMIN.PK;American International Industries Inc;0.887;0.014;60;https://www.reuters.com/finance/stocks/overview?symbol=AMIN.PK;
Oil Related Services and Equipment;4294952990;50103020;CTBG.PK;Coil Tubing Technology Inc;0.469;4.288;28;https://www.reuters.com/finance/stocks/overview?symbol=CTBG.PK;
Oil Related Services and Equipment;4294952990;50103020;FDMF.PK;Freedom Energy Holdings Inc;0.445;0.251;1;https://www.reuters.com/finance/stocks/overview?symbol=FDMF.PK;
Oil Related Services and Equipment;4294952990;50103020;FSEI.PK;First Seismic Corp;0.214;12.072;89;https://www.reuters.com/finance/stocks/overview?symbol=FSEI.PK;
Oil Related Services and Equipment;4294952990;50103020;CSSV.PK;Caspian Services Inc;0.158;15.538;516;https://www.reuters.com/finance/stocks/overview?symbol=CSSV.PK;
Oil Related Services and Equipment;4294952990;50103020;ELTZ.PK;Elite Group Inc;0.140;0.000;1;https://www.reuters.com/finance/stocks/overview?symbol=ELTZ.PK;
Oil Related Services and Equipment;4294952990;50103020;CDVIQ.PK;Cal Dive International Inc;0.079;515.183;1,550;https://www.reuters.com/finance/stocks/overview?symbol=CDVIQ.PK;
Oil Related Services and Equipment;4294952990;50103020;BLFR.PK;BlueFire Equipment Corp;0.078;0.014;--;https://www.reuters.com/finance/stocks/overview?symbol=BLFR.PK;
Oil Related Services and Equipment;4294952990;50103020;WPWR.PK;Well Power Inc;0.012;0.000;2;https://www.reuters.com/finance/stocks/overview?symbol=WPWR.PK;
Oil Related Services and Equipment;4294952990;50103020;GRNO.PK;Green Oasis Environmental Inc;0.008;1.344;11;https://www.reuters.com/finance/stocks/overview?symbol=GRNO.PK;
Oil Related Services and Equipment;4294952990;50103020;CJ.N;C&J Energy Services Inc;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=CJ.N;
Oil Related Services and Equipment;4294952990;50103020;IPO-TOPA.L;Topaz Energy and Marine Ltd;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=IPO-TOPA.L;
Oil Related Services and Equipment;4294952990;50103020;FTSI.N;FTS International Inc;--;597.000;2,000;https://www.reuters.com/finance/stocks/overview?symbol=FTSI.N;
Oil Related Services and Equipment;4294952990;50103020;IPO-SFMG.L;Stanford Marine Group;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=IPO-SFMG.L;
Commodity Chemicals;4294952986;51101010;4063.T;Shin-Etsu Chemical Co Ltd;5,379,729.000;1,319,305.000;19,206;https://www.reuters.com/finance/stocks/overview?symbol=4063.T;
Commodity Chemicals;4294952986;51101010;3407.T;Asahi Kasei Corp;2,081,483.000;1,957,017.000;33,720;https://www.reuters.com/finance/stocks/overview?symbol=3407.T;
Commodity Chemicals;4294952986;51101010;4612.T;Nippon Paint Holdings Co Ltd;1,234,902.000;668,489.000;16,872;https://www.reuters.com/finance/stocks/overview?symbol=4612.T;
Commodity Chemicals;4294952986;51101010;4042.T;Tosoh Corp;822,779.875;797,556.000;12,292;https://www.reuters.com/finance/stocks/overview?symbol=4042.T;
Commodity Chemicals;4294952986;51101010;4613.T;Kansai Paint Co Ltd;784,337.125;359,823.000;14,828;https://www.reuters.com/finance/stocks/overview?symbol=4613.T;
Commodity Chemicals;4294952986;51101010;4004.T;Showa Denko KK;762,030.500;746,110.000;10,146;https://www.reuters.com/finance/stocks/overview?symbol=4004.T;
Commodity Chemicals;4294952986;51101010;4182.T;Mitsubishi Gas Chemical Co Inc;749,676.312;591,488.000;8,034;https://www.reuters.com/finance/stocks/overview?symbol=4182.T;
Commodity Chemicals;4294952986;51101010;3405.T;Kuraray Co Ltd;748,052.500;504,068.000;8,590;https://www.reuters.com/finance/stocks/overview?symbol=3405.T;
Commodity Chemicals;4294952986;51101010;4091.T;Taiyo Nippon Sanso Corp;730,194.500;618,517.000;15,860;https://www.reuters.com/finance/stocks/overview?symbol=4091.T;
Commodity Chemicals;4294952986;51101010;4183.T;Mitsui Chemicals Inc;714,568.875;1,264,410.000;13,423;https://www.reuters.com/finance/stocks/overview?symbol=4183.T;
Commodity Chemicals;4294952986;51101010;4021.T;Nissan Chemical Industries Ltd;703,660.000;186,773.000;2,402;https://www.reuters.com/finance/stocks/overview?symbol=4021.T;
Commodity Chemicals;4294952986;51101010;4185.T;JSR Corp;509,688.312;412,271.000;6,790;https://www.reuters.com/finance/stocks/overview?symbol=4185.T;
Commodity Chemicals;4294952986;51101010;4088.T;Air Water Inc;481,462.312;715,301.000;12,580;https://www.reuters.com/finance/stocks/overview?symbol=4088.T;
Commodity Chemicals;4294952986;51101010;4202.T;Daicel Corp;462,974.188;459,294.000;11,556;https://www.reuters.com/finance/stocks/overview?symbol=4202.T;
Commodity Chemicals;4294952986;51101010;4205.T;Zeon Corp;395,679.094;314,095.000;3,090;https://www.reuters.com/finance/stocks/overview?symbol=4205.T;
Commodity Chemicals;4294952986;51101010;4061.T;Denka Co Ltd;390,088.500;378,684.000;5,816;https://www.reuters.com/finance/stocks/overview?symbol=4061.T;
Commodity Chemicals;4294952986;51101010;4118.T;Kaneka Corp;360,500.000;570,298.000;9,666;https://www.reuters.com/finance/stocks/overview?symbol=4118.T;
Commodity Chemicals;4294952986;51101010;4208.T;Ube Industries Ltd;348,336.312;662,651.000;10,928;https://www.reuters.com/finance/stocks/overview?symbol=4208.T;
Commodity Chemicals;4294952986;51101010;4114.T;Nippon Shokubai Co Ltd;317,424.000;314,706.000;4,161;https://www.reuters.com/finance/stocks/overview?symbol=4114.T;
Commodity Chemicals;4294952986;51101010;4095.T;Nihon Parkerizing Co Ltd;268,391.594;112,537.000;4,022;https://www.reuters.com/finance/stocks/overview?symbol=4095.T;
Commodity Chemicals;4294952986;51101010;4403.T;NOF Corp;267,037.188;174,310.000;3,712;https://www.reuters.com/finance/stocks/overview?symbol=4403.T;
Commodity Chemicals;4294952986;51101010;8012.T;Nagase & Co Ltd;262,078.797;759,020.000;6,241;https://www.reuters.com/finance/stocks/overview?symbol=8012.T;
Commodity Chemicals;4294952986;51101010;4043.T;Tokuyama Corp;255,260.500;302,679.000;5,406;https://www.reuters.com/finance/stocks/overview?symbol=4043.T;
Commodity Chemicals;4294952986;51101010;4203.T;Sumitomo Bakelite Co Ltd;240,761.797;205,593.000;5,958;https://www.reuters.com/finance/stocks/overview?symbol=4203.T;
Commodity Chemicals;4294952986;51101010;4401.T;Adeka Corp;198,285.203;229,257.000;3,375;https://www.reuters.com/finance/stocks/overview?symbol=4401.T;
Commodity Chemicals;4294952986;51101010;4628.T;Sk Kaken Co Ltd;192,788.797;92,004.000;2,247;https://www.reuters.com/finance/stocks/overview?symbol=4628.T;
Commodity Chemicals;4294952986;51101010;4045.T;Toagosei Co Ltd;191,394.594;142,075.000;2,411;https://www.reuters.com/finance/stocks/overview?symbol=4045.T;
Commodity Chemicals;4294952986;51101010;3101.T;Toyobo Co Ltd;183,262.406;326,229.000;9,215;https://www.reuters.com/finance/stocks/overview?symbol=3101.T;
Commodity Chemicals;4294952986;51101010;4023.T;Kureha Corp;168,937.906;141,562.000;4,426;https://www.reuters.com/finance/stocks/overview?symbol=4023.T;
Commodity Chemicals;4294952986;51101010;4471.T;Sanyo Chemical Industries Ltd;134,854.094;156,206.000;1,996;https://www.reuters.com/finance/stocks/overview?symbol=4471.T;
Commodity Chemicals;4294952986;51101010;5122.T;Okamoto Industries Inc;125,150.102;86,722.000;2,203;https://www.reuters.com/finance/stocks/overview?symbol=5122.T;
Commodity Chemicals;4294952986;51101010;7942.T;JSP Corp;120,784.797;111,276.000;2,855;https://www.reuters.com/finance/stocks/overview?symbol=7942.T;
Commodity Chemicals;4294952986;51101010;4368.T;Fuso Chemical Co Ltd;111,149.398;38,571.762;700;https://www.reuters.com/finance/stocks/overview?symbol=4368.T;
Commodity Chemicals;4294952986;51101010;4099.T;Shikoku Chemicals Corp;109,761.297;50,285.000;1,074;https://www.reuters.com/finance/stocks/overview?symbol=4099.T;
Commodity Chemicals;4294952986;51101010;8098.T;Inabata & Co Ltd;106,996.203;602,687.000;3,827;https://www.reuters.com/finance/stocks/overview?symbol=8098.T;
Commodity Chemicals;4294952986;51101010;4189.T;KH Neochem Co Ltd;106,568.500;91,169.000;731;https://www.reuters.com/finance/stocks/overview?symbol=4189.T;
Commodity Chemicals;4294952986;51101010;4958.T;T.Hasegawa Co Ltd;98,912.094;48,001.000;1,537;https://www.reuters.com/finance/stocks/overview?symbol=4958.T;
Commodity Chemicals;4294952986;51101010;4028.T;Ishihara Sangyo Kaisha Ltd;86,219.719;103,294.000;1,581;https://www.reuters.com/finance/stocks/overview?symbol=4028.T;
Commodity Chemicals;4294952986;51101010;4027.T;Tayca Corp;85,243.281;40,736.000;645;https://www.reuters.com/finance/stocks/overview?symbol=4027.T;
Commodity Chemicals;4294952986;51101010;4966.T;C.Uyemura & Co Ltd;85,148.703;44,415.289;1,659;https://www.reuters.com/finance/stocks/overview?symbol=4966.T;
Commodity Chemicals;4294952986;51101010;4008.T;Sumitomo Seika Chemicals Co Ltd;82,859.711;102,271.000;1,214;https://www.reuters.com/finance/stocks/overview?symbol=4008.T;
Commodity Chemicals;4294952986;51101010;4975.T;JCU Corp;79,055.406;20,501.910;544;https://www.reuters.com/finance/stocks/overview?symbol=4975.T;
Commodity Chemicals;4294952986;51101010;4215.T;CI Takiron Corporation;77,317.500;112,735.000;1,889;https://www.reuters.com/finance/stocks/overview?symbol=4215.T;
Commodity Chemicals;4294952986;51101010;4047.T;Kanto Denka Kogyo Co Ltd;74,752.320;48,845.000;793;https://www.reuters.com/finance/stocks/overview?symbol=4047.T;
Commodity Chemicals;4294952986;51101010;4228.T;Sekisui Plastics Co Ltd;69,260.477;108,375.000;2,011;https://www.reuters.com/finance/stocks/overview?symbol=4228.T;
Commodity Chemicals;4294952986;51101010;4046.T;Osaka Soda Co Ltd;68,223.906;95,581.000;850;https://www.reuters.com/finance/stocks/overview?symbol=4046.T;
Commodity Chemicals;4294952986;51101010;4617.T;Chugoku Marine Paints Ltd;66,306.070;80,184.000;2,298;https://www.reuters.com/finance/stocks/overview?symbol=4617.T;
Commodity Chemicals;4294952986;51101010;7958.T;Tenma Corp;63,997.770;75,412.328;6,730;https://www.reuters.com/finance/stocks/overview?symbol=7958.T;
Commodity Chemicals;4294952986;51101010;4078.T;Sakai Chemical Industry Co Ltd;63,383.488;86,354.000;1,870;https://www.reuters.com/finance/stocks/overview?symbol=4078.T;
Commodity Chemicals;4294952986;51101010;4365.T;Matsumoto Yushi Seiyaku Co Ltd;56,859.398;31,560.000;438;https://www.reuters.com/finance/stocks/overview?symbol=4365.T;
Commodity Chemicals;4294952986;51101010;4080.T;Tanaka Chemical Corp;54,859.129;14,558.140;184;https://www.reuters.com/finance/stocks/overview?symbol=4080.T;
Commodity Chemicals;4294952986;51101010;4611.T;Dai Nippon Toryo Co Ltd;53,508.930;73,496.000;2,183;https://www.reuters.com/finance/stocks/overview?symbol=4611.T;
Commodity Chemicals;4294952986;51101010;4097.T;Koatsu Gas Kogyo Co Ltd;53,020.961;78,022.758;1,867;https://www.reuters.com/finance/stocks/overview?symbol=4097.T;
Commodity Chemicals;4294952986;51101010;4112.T;Hodogaya Chemical Co Ltd;52,417.512;38,002.000;691;https://www.reuters.com/finance/stocks/overview?symbol=4112.T;
Commodity Chemicals;4294952986;51101010;4461.T;DKS Co Ltd;50,162.891;54,559.000;967;https://www.reuters.com/finance/stocks/overview?symbol=4461.T;
Commodity Chemicals;4294952986;51101010;4109.T;Stella Chemifa Corp;49,880.012;32,625.000;750;https://www.reuters.com/finance/stocks/overview?symbol=4109.T;
Commodity Chemicals;4294952986;51101010;LYB.N;LyondellBasell Industries NV;47,303.680;33,096.000;13,000;https://www.reuters.com/finance/stocks/overview?symbol=LYB.N;
Commodity Chemicals;4294952986;51101010;PX.N;Praxair Inc;46,347.109;11,128.000;26,531;https://www.reuters.com/finance/stocks/overview?symbol=PX.N;
Commodity Chemicals;4294952986;51101010;4968.T;Arakawa Chemical Industries Ltd;45,559.199;79,333.000;1,442;https://www.reuters.com/finance/stocks/overview?symbol=4968.T;
Commodity Chemicals;4294952986;51101010;5142.T;Achilles Corp;41,299.320;88,822.000;1,755;https://www.reuters.com/finance/stocks/overview?symbol=5142.T;
Commodity Chemicals;4294952986;51101010;SHW.N;Sherwin-Williams Co;40,285.801;13,786.820;42,550;https://www.reuters.com/finance/stocks/overview?symbol=SHW.N;
Commodity Chemicals;4294952986;51101010;4187.T;Osaka Organic Chemical Industry Ltd;39,665.770;26,562.211;395;https://www.reuters.com/finance/stocks/overview?symbol=4187.T;
Commodity Chemicals;4294952986;51101010;4082.T;Daiichi Kigenso Kagaku Kogyo Co Ltd;37,014.801;24,148.961;374;https://www.reuters.com/finance/stocks/overview?symbol=4082.T;
Commodity Chemicals;4294952986;51101010;APD.N;Air Products and Chemicals Inc;36,717.520;8,187.600;15,000;https://www.reuters.com/finance/stocks/overview?symbol=APD.N;
Commodity Chemicals;4294952986;51101010;PPG.N;PPG Industries Inc;30,140.131;14,750.000;47,000;https://www.reuters.com/finance/stocks/overview?symbol=PPG.N;
Commodity Chemicals;4294952986;51101010;4362.T;Nippon Fine Chemical Co Ltd;29,609.650;26,222.670;594;https://www.reuters.com/finance/stocks/overview?symbol=4362.T;
Commodity Chemicals;4294952986;51101010;7856.T;Hagihara Industries Inc;29,035.420;23,238.990;1,375;https://www.reuters.com/finance/stocks/overview?symbol=7856.T;
Commodity Chemicals;4294952986;51101010;KAMH.BO;Kama Holdings Ltd;26,095.990;--;1;https://www.reuters.com/finance/stocks/overview?symbol=KAMH.BO;
Commodity Chemicals;4294952986;51101010;4621.T;Rock Paint Co Ltd;25,410.000;24,444.000;492;https://www.reuters.com/finance/stocks/overview?symbol=4621.T;
Commodity Chemicals;4294952986;51101010;4092.T;Nippon Chemical Industrial Co Ltd;24,894.539;34,024.000;675;https://www.reuters.com/finance/stocks/overview?symbol=4092.T;
Commodity Chemicals;4294952986;51101010;4620.T;Fujikura Kasei Co Ltd;24,177.770;60,246.789;1,245;https://www.reuters.com/finance/stocks/overview?symbol=4620.T;
Commodity Chemicals;4294952986;51101010;5013.T;Yushiro Chemical Industry Co Ltd;24,047.109;30,261.000;917;https://www.reuters.com/finance/stocks/overview?symbol=5013.T;
Commodity Chemicals;4294952986;51101010;4410.T;Harima Chemicals Group Inc;23,394.119;70,195.547;1,462;https://www.reuters.com/finance/stocks/overview?symbol=4410.T;
Commodity Chemicals;4294952986;51101010;4463.T;Nicca Chemical Co Ltd;22,296.891;47,601.121;1,418;https://www.reuters.com/finance/stocks/overview?symbol=4463.T;
Commodity Chemicals;4294952986;51101010;6309.T;Tomoe Engineering Co Ltd;21,719.461;41,093.191;684;https://www.reuters.com/finance/stocks/overview?symbol=6309.T;
Commodity Chemicals;4294952986;51101010;4022.T;Rasa Industries Ltd;21,218.971;24,964.000;545;https://www.reuters.com/finance/stocks/overview?symbol=4022.T;
Commodity Chemicals;4294952986;51101010;6036.T;KeePer Technical Laboratory Co Ltd;20,095.381;7,014.016;338;https://www.reuters.com/finance/stocks/overview?symbol=6036.T;
Commodity Chemicals;4294952986;51101010;4107.T;Ise Chemicals Corp;17,562.160;14,047.000;300;https://www.reuters.com/finance/stocks/overview?symbol=4107.T;
Commodity Chemicals;4294952986;51101010;4064.T;Nippon Carbide Industries Co Inc;17,518.830;51,507.000;3,390;https://www.reuters.com/finance/stocks/overview?symbol=4064.T;
Commodity Chemicals;4294952986;51101010;7908.T;Kimoto Co Ltd;17,198.590;15,174.000;733;https://www.reuters.com/finance/stocks/overview?symbol=7908.T;
Commodity Chemicals;4294952986;51101010;4115.T;Honshu Chemical Industry Co Ltd;16,905.000;18,744.000;353;https://www.reuters.com/finance/stocks/overview?symbol=4115.T;
Commodity Chemicals;4294952986;51101010;8158.T;Soda Nikka Co Ltd;15,780.340;93,516.000;303;https://www.reuters.com/finance/stocks/overview?symbol=8158.T;
Commodity Chemicals;4294952986;51101010;4409.T;Toho Chemical Industry Co Ltd;15,350.650;41,439.000;705;https://www.reuters.com/finance/stocks/overview?symbol=4409.T;
Commodity Chemicals;4294952986;51101010;CE.N;Celanese Corp;15,321.490;5,858.000;7,293;https://www.reuters.com/finance/stocks/overview?symbol=CE.N;
Commodity Chemicals;4294952986;51101010;5695.T;Powdertech Co Ltd;14,746.050;10,649.270;230;https://www.reuters.com/finance/stocks/overview?symbol=5695.T;
Commodity Chemicals;4294952986;51101010;WLK.N;Westlake Chemical Corp;14,212.870;7,765.846;8,870;https://www.reuters.com/finance/stocks/overview?symbol=WLK.N;
Commodity Chemicals;4294952986;51101010;EMN.N;Eastman Chemical Co;14,104.660;9,375.000;14,000;https://www.reuters.com/finance/stocks/overview?symbol=EMN.N;
Commodity Chemicals;4294952986;51101010;ORCR.BO;Oriental Carbon & Chemicals Ltd;13,416.280;2,873.726;416;https://www.reuters.com/finance/stocks/overview?symbol=ORCR.BO;
Commodity Chemicals;4294952986;51101010;NTPR.BO;National Peroxide Ltd;13,026.150;--;113;https://www.reuters.com/finance/stocks/overview?symbol=NTPR.BO;
Commodity Chemicals;4294952986;51101010;ALB.N;Albemarle Corp;12,818.600;2,910.842;5,000;https://www.reuters.com/finance/stocks/overview?symbol=ALB.N;
Commodity Chemicals;4294952986;51101010;4627.T;Natoco Co Ltd;12,037.420;15,805.010;353;https://www.reuters.com/finance/stocks/overview?symbol=4627.T;
Commodity Chemicals;4294952986;51101010;YNGDF.PK;Yingde Gases Group Co Ltd;11,690.970;10,993.030;2,474;https://www.reuters.com/finance/stocks/overview?symbol=YNGDF.PK;
Commodity Chemicals;4294952986;51101010;4117.T;Kawasaki Kasei Chemicals Ltd;11,661.790;14,559.000;232;https://www.reuters.com/finance/stocks/overview?symbol=4117.T;
Commodity Chemicals;4294952986;51101010;4093.T;Toho Acetylene Co Ltd;11,304.460;37,768.789;775;https://www.reuters.com/finance/stocks/overview?symbol=4093.T;
Commodity Chemicals;4294952986;51101010;4465.T;Niitaka Co Ltd;11,060.020;16,061.780;342;https://www.reuters.com/finance/stocks/overview?symbol=4465.T;
Commodity Chemicals;4294952986;51101010;5729.T;Nihon Seiko Co Ltd;10,684.190;13,501.560;209;https://www.reuters.com/finance/stocks/overview?symbol=5729.T;
Commodity Chemicals;4294952986;51101010;4406.T;New Japan Chemical Co Ltd;10,642.490;27,033.000;428;https://www.reuters.com/finance/stocks/overview?symbol=4406.T;
Commodity Chemicals;4294952986;51101010;CC.N;Chemours Co;9,982.948;5,931.000;7,000;https://www.reuters.com/finance/stocks/overview?symbol=CC.N;
Commodity Chemicals;4294952986;51101010;CONF.BO;Confidence Petroleum India Ltd;9,809.847;5,559.795;--;https://www.reuters.com/finance/stocks/overview?symbol=CONF.BO;
Commodity Chemicals;4294952986;51101010;4624.T;Isamu Paint Co Ltd;9,792.000;7,974.212;193;https://www.reuters.com/finance/stocks/overview?symbol=4624.T;
Commodity Chemicals;4294952986;51101010;4623.T;Asahipen Corp;9,430.920;13,509.480;237;https://www.reuters.com/finance/stocks/overview?symbol=4623.T;
Commodity Chemicals;4294952986;51101010;SEPL.BO;Shaily Engineering Plastics Ltd;9,317.474;2,748.725;--;https://www.reuters.com/finance/stocks/overview?symbol=SEPL.BO;
Commodity Chemicals;4294952986;51101010;2714.T;Pla Matels Corp;9,302.400;55,491.480;178;https://www.reuters.com/finance/stocks/overview?symbol=2714.T;
Commodity Chemicals;4294952986;51101010;4098.T;Titan Kogyo Ltd;9,070.768;6,523.000;258;https://www.reuters.com/finance/stocks/overview?symbol=4098.T;
Commodity Chemicals;4294952986;51101010;4957.T;Yasuhara Chemical Co Ltd;8,444.098;12,634.830;259;https://www.reuters.com/finance/stocks/overview?symbol=4957.T;
Commodity Chemicals;4294952986;51101010;5381.T;Mipox Corp;8,391.646;7,597.165;360;https://www.reuters.com/finance/stocks/overview?symbol=5381.T;
Commodity Chemicals;4294952986;51101010;4615.T;Shinto Paint Co Ltd;8,215.000;21,741.000;419;https://www.reuters.com/finance/stocks/overview?symbol=4615.T;
Commodity Chemicals;4294952986;51101010;4629.T;Daishin Chemical Co Ltd;7,893.648;25,056.869;178;https://www.reuters.com/finance/stocks/overview?symbol=4629.T;
Commodity Chemicals;4294952986;51101010;AXTA.N;Axalta Coating Systems Ltd;7,713.339;4,239.200;13,300;https://www.reuters.com/finance/stocks/overview?symbol=AXTA.N;
